name,class,cX,cY,wX,hY,Wraw,Hraw
41X40-0106901,6,0.711891,0.303252,0.012769,0.027642,3840,2160
41X40-0106901,6,0.746209,0.282927,0.012769,0.026016,3840,2160
41X40-0106901,0,0.602554,0.43252,0.052674,0.045528,3840,2160
41X40-0106901,0,0.243017,0.502439,0.064645,0.052033,3840,2160
41X40-0106901,1,0.48324,0.443902,0.072626,0.065041,3840,2160
41X40-0106901,4,0.104549,0.460163,0.025539,0.022764,3840,2160
41X40-0106901,4,0.370311,0.868293,0.014366,0.052033,3840,2160
41X40-0106901,4,0.450519,0.881301,0.01676,0.04878,3840,2160
41X40-0106901,5,0.110136,0.618699,0.023943,0.021138,3840,2160
41X40-0106901,5,0.023943,0.466667,0.027135,0.026016,3840,2160
41X40-0107001,0,0.332003,0.469919,0.052674,0.045528,3840,2160
41X40-0107001,0,0.34158,0.923577,0.027135,0.107317,3840,2160
41X40-0107001,0,0.42897,0.956098,0.026337,0.074797,3840,2160
41X40-0107001,1,0.210694,0.494309,0.07502,0.052033,3840,2160
41X40-0107001,4,0.459298,0.75122,0.010375,0.04878,3840,2160
41X40-0107001,4,0.367119,0.860976,0.012769,0.056911,3840,2160
41X40-0107001,6,0.755387,0.295935,0.007183,0.01626,3840,2160
41X40-0107001,6,0.691939,0.285366,0.011173,0.02439,3840,2160
41X40-0107001,6,0.767358,0.302439,0.010375,0.022764,3840,2160
41X40-0107001,6,0.182362,0.780488,0.010375,0.019512,3840,2160
41X40-0107001,6,0.171987,0.75122,0.010375,0.019512,3840,2160
41X40-0107001,6,0.059058,0.762602,0.009577,0.013008,3840,2160
41X40-0107001,6,0.041101,0.670732,0.013567,0.02439,3840,2160
41X40-0107101,6,0.0415,0.653659,0.017558,0.019512,3840,2160
41X40-0107101,6,0.06664,0.752033,0.011971,0.030894,3840,2160
41X40-0107101,6,0.17079,0.75935,0.014366,0.026016,3840,2160
41X40-0107101,6,0.175579,0.781301,0.014366,0.021138,3840,2160
41X40-0107101,6,0.634477,0.284553,0.011173,0.022764,3840,2160
41X40-0107101,6,0.814046,0.313008,0.017558,0.027642,3840,2160
41X40-0107101,0,0.452913,0.598374,0.031125,0.100813,3840,2160
41X40-0107101,0,0.305267,0.720325,0.043895,0.097561,3840,2160
41X40-0107101,0,0.056265,0.488618,0.056664,0.047154,3840,2160
41X40-0107101,4,0.256584,0.538211,0.029529,0.04878,3840,2160
41X40-0107101,5,0.438148,0.96748,0.012769,0.039024,3840,2160
41X40-0107201,5,0.471668,0.534959,0.012769,0.039024,3840,2160
41X40-0107201,0,0.810455,0.435772,0.059856,0.045528,3840,2160
41X40-0107201,0,0.311253,0.693496,0.046289,0.102439,3840,2160
41X40-0107201,0,0.121309,0.576423,0.05427,0.050407,3840,2160
41X40-0107201,6,0.039505,0.652033,0.01676,0.019512,3840,2160
41X40-0107201,6,0.067837,0.752846,0.015962,0.026016,3840,2160
41X40-0107201,6,0.178372,0.78374,0.01676,0.01626,3840,2160
41X40-0107201,6,0.167997,0.749593,0.013567,0.026016,3840,2160
41X40-0107201,6,0.5834,0.269919,0.012769,0.026016,3840,2160
41X40-0107201,6,0.864725,0.313821,0.019952,0.022764,3840,2160
41X40-0107201,6,0.97087,0.504065,0.010375,0.022764,3840,2160
41X40-0107301,6,0.90822,0.313821,0.023943,0.019512,3840,2160
41X40-0107301,6,0.527534,0.265854,0.011173,0.021138,3840,2160
41X40-0107301,6,0.041899,0.620325,0.01676,0.02439,3840,2160
41X40-0107301,6,0.081006,0.752846,0.018356,0.026016,3840,2160
41X40-0107301,6,0.167199,0.756911,0.013567,0.02439,3840,2160
41X40-0107301,6,0.18316,0.782927,0.011971,0.030894,3840,2160
41X40-0107301,0,0.707502,0.430894,0.061453,0.045528,3840,2160
41X40-0107301,0,0.888667,0.439024,0.072626,0.042276,3840,2160
41X40-0107301,0,0.045092,0.515447,0.061453,0.045528,3840,2160
41X40-0107301,5,0.517558,0.061789,0.008779,0.035772,3840,2160
41X40-0107301,6,0.889066,0.503252,0.012769,0.027642,3840,2160
41X40-0200001,0,0.70431,0.431707,0.05826,0.047154,3840,2160
41X40-0200001,0,0.810455,0.434146,0.061453,0.052033,3840,2160
41X40-0200001,1,0.94174,0.419512,0.078212,0.035772,3840,2160
41X40-0200001,5,0.964485,0.461789,0.021548,0.022764,3840,2160
41X40-0200001,6,0.940942,0.314634,0.02075,0.021138,3840,2160
41X40-0200001,6,0.49601,0.269106,0.015164,0.021138,3840,2160
41X40-0200001,6,0.049481,0.568293,0.015962,0.017886,3840,2160
41X40-0200001,6,0.080208,0.75935,0.010375,0.029268,3840,2160
41X40-0200001,6,0.164006,0.763415,0.01676,0.02439,3840,2160
41X40-0200001,6,0.176776,0.782927,0.015164,0.021138,3840,2160
41X40-0200001,6,0.845172,0.506504,0.019154,0.021138,3840,2160
41X40-0200101,6,0.985235,0.319512,0.018356,0.021138,3840,2160
41X40-0200101,6,0.449322,0.291057,0.011173,0.026016,3840,2160
41X40-0200101,6,0.047087,0.471545,0.015962,0.013008,3840,2160
41X40-0200101,6,0.07502,0.758537,0.009577,0.02439,3840,2160
41X40-0200101,6,0.165204,0.780488,0.009577,0.022764,3840,2160
41X40-0200101,6,0.176377,0.785366,0.014366,0.022764,3840,2160
41X40-0200101,0,0.701117,0.428455,0.05826,0.053659,3840,2160
41X40-0200101,0,0.783719,0.426829,0.062251,0.050407,3840,2160
41X40-0200101,0,0.402634,0.745528,0.032721,0.105691,3840,2160
41X40-0200101,1,0.862729,0.420325,0.070231,0.053659,3840,2160
41X40-0200101,4,0.839186,0.372358,0.026337,0.019512,3840,2160
41X40-0200101,5,0.867119,0.462602,0.018356,0.021138,3840,2160
41X40-0200101,6,0.766959,0.501626,0.007981,0.02439,3840,2160
41X40-0200201,5,0.832402,0.465041,0.019154,0.022764,3840,2160
41X40-0200201,4,0.662011,0.369106,0.024741,0.019512,3840,2160
41X40-0200201,0,0.778931,0.430894,0.060654,0.045528,3840,2160
41X40-0200201,0,0.688747,0.429268,0.059058,0.042276,3840,2160
41X40-0200201,0,0.22905,0.452033,0.063847,0.042276,3840,2160
41X40-0200201,1,0.859537,0.422764,0.078212,0.04878,3840,2160
41X40-0200201,6,0.077015,0.753659,0.015164,0.02439,3840,2160
41X40-0200201,6,0.17079,0.779675,0.023943,0.021138,3840,2160
41X40-0200201,6,0.055467,0.393496,0.015164,0.019512,3840,2160
41X40-0200201,6,0.69154,0.500813,0.010375,0.019512,3840,2160
41X40-0200301,0,0.659218,0.418699,0.065443,0.047154,3840,2160
41X40-0200301,0,0.519553,0.435772,0.057462,0.042276,3840,2160
41X40-0200301,0,0.439346,0.784553,0.027933,0.102439,3840,2160
41X40-0200301,0,0.169992,0.44878,0.059058,0.042276,3840,2160
41X40-0200301,1,0.784916,0.415447,0.074222,0.063415,3840,2160
41X40-0200301,5,0.846768,0.369919,0.035116,0.02439,3840,2160
41X40-0200301,5,0.774541,0.456911,0.01676,0.019512,3840,2160
41X40-0200301,4,0.38747,0.44878,0.023144,0.022764,3840,2160
41X40-0200301,6,0.619713,0.486179,0.010375,0.013008,3840,2160
41X40-0200301,6,0.085794,0.755285,0.013567,0.017886,3840,2160
41X40-0200301,6,0.17917,0.78374,0.01676,0.019512,3840,2160
41X40-0200301,6,0.165204,0.778049,0.007981,0.02439,3840,2160
41X40-0200301,5,0.472865,0.801626,0.010375,0.04878,3840,2160
41X40-0200401,5,0.494014,0.604878,0.011173,0.04878,3840,2160
41X40-0200401,5,0.647646,0.362602,0.021548,0.013008,3840,2160
41X40-0200401,5,0.665603,0.453659,0.017558,0.026016,3840,2160
41X40-0200401,0,0.405427,0.480488,0.062251,0.066667,3840,2160
41X40-0200401,0,0.442937,0.694309,0.025539,0.100813,3840,2160
41X40-0200401,0,0.198324,0.544715,0.053472,0.052033,3840,2160
41X40-0200401,0,0.172785,0.450407,0.05826,0.045528,3840,2160
41X40-0200401,1,0.601357,0.368293,0.067837,0.079675,3840,2160
41X40-0200401,1,0.964884,0.447154,0.067039,0.035772,3840,2160
41X40-0200401,6,0.535914,0.49187,0.013567,0.017886,3840,2160
41X40-0200401,6,0.177973,0.785366,0.012769,0.013008,3840,2160
41X40-0200401,6,0.163208,0.761789,0.01676,0.017886,3840,2160
41X40-0200401,6,0.083001,0.758537,0.015962,0.014634,3840,2160
41X40-0200501,6,0.087789,0.761789,0.014366,0.021138,3840,2160
41X40-0200501,6,0.1668,0.763415,0.015962,0.017886,3840,2160
41X40-0200501,6,0.17917,0.785366,0.018356,0.022764,3840,2160
41X40-0200501,6,0.470072,0.534959,0.009577,0.019512,3840,2160
41X40-0200501,0,0.445331,0.697561,0.025539,0.097561,3840,2160
41X40-0200501,0,0.430567,0.930894,0.027933,0.092683,3840,2160
41X40-0200501,0,0.076616,0.523577,0.067039,0.04878,3840,2160
41X40-0200501,0,0.173583,0.450407,0.055068,0.045528,3840,2160
41X40-0200501,1,0.721069,0.433333,0.067837,0.056911,3840,2160
41X40-0200501,5,0.531125,0.162602,0.007183,0.042276,3840,2160
41X40-0200501,5,0.525938,0.465041,0.019154,0.029268,3840,2160
41X40-0200501,5,0.493216,0.573171,0.014366,0.043902,3840,2160
41X40-0200601,5,0.388667,0.539837,0.012769,0.029268,3840,2160
41X40-0200601,5,0.492019,0.574797,0.015164,0.047154,3840,2160
41X40-0200601,0,0.630886,0.427642,0.050279,0.042276,3840,2160
41X40-0200601,0,0.446129,0.692683,0.027135,0.110569,3840,2160
41X40-0200601,0,0.429769,0.936585,0.024741,0.087805,3840,2160
41X40-0200601,0,0.173184,0.450407,0.060654,0.045528,3840,2160
41X40-0200601,1,0.459697,0.456911,0.067039,0.055285,3840,2160
41X40-0200601,6,0.392658,0.607317,0.014366,0.017886,3840,2160
41X40-0200601,6,0.129689,0.763415,0.013567,0.017886,3840,2160
41X40-0200601,6,0.163208,0.782114,0.013567,0.03252,3840,2160
41X40-0200601,6,0.178372,0.780488,0.011971,0.029268,3840,2160
41X40-0200701,6,0.174781,0.788618,0.012769,0.01626,3840,2160
41X40-0200701,6,0.164006,0.776423,0.011971,0.021138,3840,2160
41X40-0200701,6,0.119713,0.753659,0.014366,0.027642,3840,2160
41X40-0200701,6,0.323224,0.678049,0.009577,0.019512,3840,2160
41X40-0200701,0,0.446528,0.691057,0.023144,0.110569,3840,2160
41X40-0200701,0,0.428172,0.934146,0.024741,0.102439,3840,2160
41X40-0200701,0,0.342378,0.490244,0.051077,0.043902,3840,2160
41X40-0200701,0,0.168795,0.44878,0.061453,0.045528,3840,2160
41X40-0200701,1,0.136073,0.544715,0.069433,0.039024,3840,2160
41X40-0200701,5,0.262171,0.593496,0.015164,0.03252,3840,2160
41X40-0200701,5,0.490423,0.573984,0.011971,0.045528,3840,2160
41X40-0200801,5,0.50838,0.41626,0.011173,0.042276,3840,2160
41X40-0200801,5,0.124102,0.621138,0.015164,0.019512,3840,2160
41X40-0200801,0,0.468476,0.428455,0.025539,0.105691,3840,2160
41X40-0200801,0,0.441341,0.77561,0.028731,0.094309,3840,2160
41X40-0200801,0,0.425379,0.947967,0.022346,0.091057,3840,2160
41X40-0200801,0,0.172785,0.447967,0.066241,0.053659,3840,2160
41X40-0200801,6,0.261772,0.762602,0.009577,0.022764,3840,2160
41X40-0200801,6,0.092977,0.765041,0.01676,0.02439,3840,2160
41X40-0200801,6,0.179968,0.786179,0.010375,0.017886,3840,2160
41X40-0200801,6,0.166401,0.772358,0.013567,0.022764,3840,2160
41X40-0200901,6,0.085794,0.765854,0.011971,0.022764,3840,2160
41X40-0200901,6,0.180367,0.787805,0.007981,0.021138,3840,2160
41X40-0200901,6,0.167199,0.77561,0.013567,0.019512,3840,2160
41X40-0200901,0,0.476057,0.288618,0.026337,0.082927,3840,2160
41X40-0200901,0,0.452115,0.573984,0.024741,0.100813,3840,2160
41X40-0200901,0,0.173982,0.447154,0.060654,0.042276,3840,2160
41X40-0200901,0,0.424581,0.874797,0.027135,0.100813,3840,2160
41X40-0200901,5,0.526337,0.177236,0.011971,0.052033,3840,2160
41X40-0200901,4,0.455307,0.707317,0.008779,0.052033,3840,2160
41X40-0200901,4,0.448923,0.911382,0.011971,0.050407,3840,2160
41X40-0201001,4,0.494014,0.361789,0.012769,0.037398,3840,2160
41X40-0201001,4,0.497207,0.18374,0.009577,0.058537,3840,2160
41X40-0201001,0,0.852354,0.450407,0.059058,0.045528,3840,2160
41X40-0201001,0,0.46249,0.434959,0.021548,0.099187,3840,2160
41X40-0201001,0,0.214286,0.609756,0.056664,0.074797,3840,2160
41X40-0201001,0,0.172386,0.450407,0.057462,0.035772,3840,2160
41X40-0201001,6,0.09178,0.765041,0.015962,0.021138,3840,2160
41X40-0201001,6,0.175978,0.788618,0.010375,0.019512,3840,2160
41X40-0201001,6,0.167997,0.772358,0.011971,0.013008,3840,2160
41X40-0201101,6,0.180367,0.790244,0.014366,0.019512,3840,2160
41X40-0201101,6,0.165603,0.776423,0.011971,0.021138,3840,2160
41X40-0201101,6,0.091381,0.765854,0.023144,0.019512,3840,2160
41X40-0201101,0,0.935355,0.439837,0.05427,0.043902,3840,2160
41X40-0201101,0,0.73344,0.44065,0.062251,0.039024,3840,2160
41X40-0201101,0,0.173982,0.447154,0.062251,0.039024,3840,2160
41X40-0201101,6,0.441341,0.276423,0.009577,0.022764,3840,2160
41X40-0201101,6,0.440144,0.24878,0.007183,0.019512,3840,2160
41X40-0201201,0,0.168795,0.450407,0.067837,0.035772,3840,2160
41X40-0201201,0,0.480846,0.349593,0.024741,0.104065,3840,2160
41X40-0201201,0,0.8332,0.430081,0.05427,0.04065,3840,2160
41X40-0201201,0,0.733839,0.441463,0.05826,0.047154,3840,2160
41X40-0201201,4,0.924182,0.413821,0.023943,0.02439,3840,2160
41X40-0201201,6,0.451716,0.201626,0.011173,0.01626,3840,2160
41X40-0201201,6,0.449721,0.165041,0.011971,0.027642,3840,2160
41X40-0201201,6,0.086193,0.758537,0.014366,0.027642,3840,2160
41X40-0201201,6,0.163607,0.785366,0.017558,0.026016,3840,2160
41X40-0201201,6,0.177973,0.784553,0.011173,0.02439,3840,2160
41X40-0201301,6,0.091381,0.760163,0.018356,0.027642,3840,2160
41X40-0201301,6,0.16241,0.786992,0.011971,0.029268,3840,2160
41X40-0201301,6,0.175579,0.785366,0.014366,0.026016,3840,2160
41X40-0201301,6,0.457702,0.092683,0.008779,0.019512,3840,2160
41X40-0201301,6,0.451317,0.112195,0.010375,0.019512,3840,2160
41X40-0201301,0,0.172386,0.44878,0.055866,0.042276,3840,2160
41X40-0201301,0,0.643256,0.436585,0.05427,0.047154,3840,2160
41X40-0201301,0,0.821628,0.426829,0.059856,0.050407,3840,2160
41X40-0201301,4,0.916201,0.438211,0.030327,0.030894,3840,2160
41X40-0201301,4,0.72067,0.353659,0.031923,0.030894,3840,2160
41X40-0201401,0,0.373903,0.484553,0.056664,0.04878,3840,2160
41X40-0201401,0,0.653232,0.396748,0.05826,0.042276,3840,2160
41X40-0201401,0,0.172386,0.450407,0.059058,0.035772,3840,2160
41X40-0201401,4,0.68755,0.454472,0.029529,0.014634,3840,2160
41X40-0201401,4,0.553073,0.270732,0.022346,0.037398,3840,2160
41X40-0201401,6,0.455307,0.057724,0.018356,0.02439,3840,2160
41X40-0201401,6,0.08739,0.765041,0.010375,0.030894,3840,2160
41X40-0201401,6,0.177973,0.784553,0.009577,0.02439,3840,2160
41X40-0201401,6,0.165603,0.782114,0.015164,0.019512,3840,2160
41X40-0201501,6,0.17917,0.786179,0.01676,0.017886,3840,2160
41X40-0201501,6,0.163208,0.786992,0.01676,0.019512,3840,2160
41X40-0201501,6,0.081804,0.760976,0.013567,0.022764,3840,2160
41X40-0201501,6,0.462889,0.017886,0.015962,0.022764,3840,2160
41X40-0201501,0,0.500399,0.174797,0.035116,0.105691,3840,2160
41X40-0201501,0,0.363528,0.937398,0.024741,0.118699,3840,2160
41X40-0201501,0,0.174781,0.452033,0.062251,0.045528,3840,2160
41X40-0201501,0,0.036712,0.527642,0.062251,0.047154,3840,2160
41X40-0201501,4,0.617318,0.362602,0.026337,0.026016,3840,2160
41X40-0201501,4,0.33759,0.495122,0.025539,0.021138,3840,2160
41X40-0201601,0,0.427773,0.888618,0.025539,0.092683,3840,2160
41X40-0201601,0,0.367518,0.937398,0.029529,0.112195,3840,2160
41X40-0201601,0,0.173184,0.456098,0.060654,0.050407,3840,2160
41X40-0201601,6,0.496409,0.022764,0.007981,0.029268,3840,2160
41X40-0201601,6,0.480048,0.021138,0.010375,0.029268,3840,2160
41X40-0201601,6,0.176776,0.780488,0.015164,0.022764,3840,2160
41X40-0201601,6,0.164804,0.782114,0.013567,0.026016,3840,2160
41X40-0201601,6,0.031125,0.75122,0.017558,0.026016,3840,2160
41X40-0201601,6,0.44174,0.255285,0.008779,0.019512,3840,2160
41X40-0201701,6,0.177175,0.782927,0.011173,0.02439,3840,2160
41X40-0201701,6,0.164405,0.781301,0.009577,0.021138,3840,2160
41X40-0201701,6,0.551476,0.021138,0.009577,0.022764,3840,2160
41X40-0201701,0,0.171189,0.456098,0.05826,0.043902,3840,2160
41X40-0201701,0,0.364326,0.938211,0.026337,0.110569,3840,2160
41X40-0201701,0,0.430168,0.89187,0.025539,0.086179,3840,2160
41X40-0201701,6,0.445331,0.165854,0.011173,0.026016,3840,2160
41X40-0201801,0,0.429769,0.886992,0.018356,0.089431,3840,2160
41X40-0201801,0,0.365523,0.908943,0.028731,0.117073,3840,2160
41X40-0201801,0,0.174781,0.45122,0.063847,0.043902,3840,2160
41X40-0201801,6,0.448524,0.093496,0.007981,0.030894,3840,2160
41X40-0201801,6,0.180766,0.781301,0.010375,0.030894,3840,2160
41X40-0201801,6,0.166401,0.784553,0.015164,0.02439,3840,2160
41X40-0201801,6,0.977654,0.360976,0.011173,0.022764,3840,2160
41X40-0201901,6,0.917398,0.343089,0.010375,0.026016,3840,2160
41X40-0201901,6,0.177973,0.78374,0.012769,0.019512,3840,2160
41X40-0201901,6,0.165204,0.782114,0.012769,0.019512,3840,2160
41X40-0201901,4,0.704709,0.445528,0.022346,0.022764,3840,2160
41X40-0201901,0,0.442937,0.690244,0.025539,0.099187,3840,2160
41X40-0201901,0,0.369114,0.901626,0.021548,0.121951,3840,2160
41X40-0201901,0,0.335595,0.682927,0.048683,0.120325,3840,2160
41X40-0201901,0,0.172386,0.452033,0.067039,0.04878,3840,2160
41X40-0202001,0,0.169194,0.553659,0.067039,0.063415,3840,2160
41X40-0202001,0,0.175579,0.44878,0.059058,0.042276,3840,2160
41X40-0202001,0,0.29569,0.603252,0.056664,0.078049,3840,2160
41X40-0202001,0,0.349561,0.795935,0.03352,0.099187,3840,2160
41X40-0202001,0,0.482841,0.226016,0.023943,0.094309,3840,2160
41X40-0202001,0,0.923384,0.427642,0.067039,0.04878,3840,2160
41X40-0202001,4,0.705507,0.447967,0.027135,0.02439,3840,2160
41X40-0202001,6,0.858739,0.317073,0.011173,0.026016,3840,2160
41X40-0202001,6,0.177973,0.78374,0.006385,0.026016,3840,2160
41X40-0202001,6,0.167598,0.782114,0.014366,0.019512,3840,2160
41X40-0202101,6,0.177175,0.787805,0.009577,0.021138,3840,2160
41X40-0202101,6,0.165204,0.78374,0.012769,0.019512,3840,2160
41X40-0202101,6,0.799282,0.309756,0.010375,0.02439,3840,2160
41X40-0202101,0,0.333599,0.905691,0.031923,0.110569,3840,2160
41X40-0202101,0,0.432163,0.865041,0.026337,0.100813,3840,2160
41X40-0202101,0,0.185555,0.550407,0.061453,0.066667,3840,2160
41X40-0202101,0,0.082203,0.534146,0.057462,0.056911,3840,2160
41X40-0202101,0,0.17518,0.452846,0.056664,0.04065,3840,2160
41X40-0202101,0,0.744214,0.397561,0.061453,0.063415,3840,2160
41X40-0202101,0,0.912211,0.439024,0.059058,0.045528,3840,2160
41X40-0202101,4,0.704709,0.443902,0.025539,0.022764,3840,2160
41X40-0202201,4,0.703113,0.447967,0.028731,0.021138,3840,2160
41X40-0202201,4,0.802474,0.397561,0.026337,0.014634,3840,2160
41X40-0202201,0,0.808061,0.434959,0.048683,0.037398,3840,2160
41X40-0202201,0,0.7083,0.382927,0.05826,0.047154,3840,2160
41X40-0202201,0,0.482841,0.242276,0.028731,0.097561,3840,2160
41X40-0202201,0,0.116121,0.565041,0.059856,0.053659,3840,2160
41X40-0202201,0,0.175978,0.444715,0.067837,0.056911,3840,2160
41X40-0202201,1,0.449322,0.626829,0.062251,0.24878,3840,2160
41X40-0202201,5,0.457702,0.936585,0.015164,0.055285,3840,2160
41X40-0202201,6,0.738627,0.299187,0.010375,0.022764,3840,2160
41X40-0202201,6,0.177973,0.787805,0.007981,0.021138,3840,2160
41X40-0202201,6,0.166002,0.784553,0.012769,0.027642,3840,2160
41X40-0202301,6,0.685555,0.301626,0.014366,0.021138,3840,2160
41X40-0202301,6,0.174781,0.781301,0.012769,0.034146,3840,2160
41X40-0202301,6,0.16241,0.780488,0.010375,0.029268,3840,2160
41X40-0202301,0,0.704709,0.380488,0.055866,0.052033,3840,2160
41X40-0202301,0,0.786911,0.426829,0.057462,0.050407,3840,2160
41X40-0202301,0,0.890662,0.439024,0.057462,0.042276,3840,2160
41X40-0202301,0,0.174781,0.453659,0.057462,0.052033,3840,2160
41X40-0202301,4,0.701117,0.449593,0.027933,0.021138,3840,2160
41X40-0202301,4,0.668396,0.42439,0.026337,0.019512,3840,2160
41X40-0202301,4,0.470471,0.362602,0.01676,0.045528,3840,2160
41X40-0202301,5,0.481245,0.665854,0.012769,0.056911,3840,2160
41X40-0202301,1,0.496409,0.066667,0.03352,0.133333,3840,2160
41X40-0202401,6,0.634876,0.298374,0.008779,0.02439,3840,2160
41X40-0202401,6,0.181564,0.78374,0.007183,0.022764,3840,2160
41X40-0202401,6,0.167199,0.779675,0.015164,0.02439,3840,2160
41X40-0202401,6,0.468476,0.161789,0.014366,0.027642,3840,2160
41X40-0202401,0,0.807662,0.426016,0.060654,0.045528,3840,2160
41X40-0202401,0,0.935754,0.439024,0.061453,0.045528,3840,2160
41X40-0202401,0,0.667199,0.396748,0.055866,0.052033,3840,2160
41X40-0202401,0,0.576616,0.347967,0.056664,0.068293,3840,2160
41X40-0202401,0,0.173583,0.447154,0.066241,0.052033,3840,2160
41X40-0202401,4,0.516361,0.456911,0.019154,0.019512,3840,2160
41X40-0202401,4,0.361532,0.468293,0.023943,0.029268,3840,2160
41X40-0202401,4,0.84597,0.468293,0.031923,0.019512,3840,2160
41X40-0202501,0,0.903033,0.437398,0.056664,0.039024,3840,2160
41X40-0202501,0,0.738228,0.422764,0.059058,0.042276,3840,2160
41X40-0202501,0,0.564246,0.430081,0.060654,0.04065,3840,2160
41X40-0202501,0,0.528332,0.295935,0.047885,0.100813,3840,2160
41X40-0202501,0,0.510774,0.044715,0.028731,0.089431,3840,2160
41X40-0202501,0,0.170391,0.445528,0.053472,0.042276,3840,2160
41X40-0202501,4,0.194334,0.576423,0.026337,0.030894,3840,2160
41X40-0202501,4,0.640064,0.449593,0.027135,0.021138,3840,2160
41X40-0202501,6,0.468875,0.164228,0.011971,0.022764,3840,2160
41X40-0202501,6,0.601756,0.284553,0.009577,0.026016,3840,2160
41X40-0202501,6,0.177973,0.784553,0.007981,0.017886,3840,2160
41X40-0202501,6,0.166002,0.77561,0.015962,0.019512,3840,2160
41X40-0202601,6,0.616121,0.29187,0.011173,0.017886,3840,2160
41X40-0202601,6,0.470471,0.160163,0.008779,0.02439,3840,2160
41X40-0202601,0,0.786911,0.442276,0.059058,0.042276,3840,2160
41X40-0202601,0,0.663607,0.435772,0.05826,0.035772,3840,2160
41X40-0202601,0,0.533121,0.25935,0.043097,0.092683,3840,2160
41X40-0202601,0,0.194334,0.534146,0.063049,0.043902,3840,2160
41X40-0202601,0,0.172785,0.450407,0.061453,0.045528,3840,2160
41X40-0202601,4,0.92498,0.409756,0.031923,0.029268,3840,2160
41X40-0202601,4,0.322426,0.484553,0.027135,0.01626,3840,2160
41X40-0202601,6,0.180766,0.78374,0.013567,0.01626,3840,2160
41X40-0202601,6,0.166401,0.770732,0.011971,0.022764,3840,2160
41X40-0202701,6,0.177574,0.785366,0.008779,0.026016,3840,2160
41X40-0202701,6,0.1668,0.776423,0.014366,0.021138,3840,2160
41X40-0202701,6,0.515962,0.138211,0.011971,0.026016,3840,2160
41X40-0202701,6,0.576217,0.293496,0.007981,0.030894,3840,2160
41X40-0202701,0,0.485235,0.457724,0.057462,0.050407,3840,2160
41X40-0202701,0,0.334397,0.484553,0.05427,0.042276,3840,2160
41X40-0202701,0,0.173184,0.453659,0.055866,0.045528,3840,2160
41X40-0202701,4,0.622905,0.365854,0.021548,0.019512,3840,2160
41X40-0202801,4,0.534318,0.097561,0.011971,0.039024,3840,2160
41X40-0202801,5,0.713488,0.356911,0.02075,0.017886,3840,2160
41X40-0202801,0,0.139266,0.527642,0.063049,0.043902,3840,2160
41X40-0202801,0,0.171189,0.45122,0.055068,0.04065,3840,2160
41X40-0202801,6,0.532721,0.289431,0.011971,0.029268,3840,2160
41X40-0202801,6,0.563847,0.07561,0.008779,0.02439,3840,2160
41X40-0202801,6,0.181165,0.781301,0.012769,0.027642,3840,2160
41X40-0202801,6,0.164804,0.776423,0.018356,0.017886,3840,2160
41X40-0202901,6,0.182761,0.788618,0.015962,0.026016,3840,2160
41X40-0202901,6,0.162809,0.780488,0.017558,0.026016,3840,2160
41X40-0202901,6,0.466081,0.299187,0.007981,0.026016,3840,2160
41X40-0202901,5,0.543895,0.239837,0.013567,0.04065,3840,2160
41X40-0202901,0,0.168795,0.45122,0.063049,0.043902,3840,2160
41X40-0202901,5,0.505587,0.453659,0.010375,0.052033,3840,2160
41X40-0203001,5,0.523144,0.204065,0.011971,0.043902,3840,2160
41X40-0203001,0,0.460894,0.553659,0.023144,0.131707,3840,2160
41X40-0203001,0,0.169593,0.449593,0.066241,0.047154,3840,2160
41X40-0203001,4,0.263368,0.65122,0.030327,0.034146,3840,2160
41X40-0203001,6,0.300479,0.482114,0.011971,0.030894,3840,2160
41X40-0203001,6,0.179968,0.785366,0.008779,0.01626,3840,2160
41X40-0203001,6,0.165204,0.777236,0.012769,0.022764,3840,2160
41X40-0203101,6,0.26656,0.622764,0.012769,0.026016,3840,2160
41X40-0203101,6,0.175978,0.786992,0.013567,0.019512,3840,2160
41X40-0203101,6,0.167199,0.771545,0.01676,0.011382,3840,2160
41X40-0203101,0,0.47925,0.273984,0.024741,0.099187,3840,2160
41X40-0203101,0,0.922187,0.446341,0.055068,0.04065,3840,2160
41X40-0203101,0,0.174381,0.453659,0.063049,0.052033,3840,2160
41X40-0203101,4,0.280926,0.535772,0.02075,0.04065,3840,2160
41X40-0203201,0,0.721468,0.443089,0.052674,0.030894,3840,2160
41X40-0203201,0,0.173184,0.450407,0.065443,0.045528,3840,2160
41X40-0203201,6,0.181165,0.786992,0.012769,0.029268,3840,2160
41X40-0203201,6,0.164804,0.784553,0.013567,0.037398,3840,2160
41X40-0203201,6,0.247406,0.741463,0.014366,0.029268,3840,2160
41X40-0203201,4,0.231045,0.621138,0.024741,0.029268,3840,2160
41X40-0203201,6,0.527933,0.494309,0.008779,0.022764,3840,2160
41X40-0203301,4,0.827215,0.414634,0.027933,0.026016,3840,2160
41X40-0203301,4,0.742219,0.401626,0.031923,0.026016,3840,2160
41X40-0203301,6,0.575419,0.39187,0.009577,0.029268,3840,2160
41X40-0203301,6,0.180766,0.78374,0.008779,0.029268,3840,2160
41X40-0203301,6,0.1668,0.786179,0.014366,0.02439,3840,2160
41X40-0203301,0,0.70431,0.44065,0.053472,0.039024,3840,2160
41X40-0203301,0,0.170391,0.447967,0.059856,0.04065,3840,2160
41X40-0203301,6,0.230247,0.40813,0.01676,0.01626,3840,2160
